Drug Name,Drug ID
cholecalciferol/folic acid,3740-0
"cholera vaccine, live",3772-0
cholestyramine,648-0
cholic acid,3616-0
chondroitin,2547-0
chondroitin/glucosamine,654-0
chondroitin/glucosamine/methylsulfonylmethane,655-0
chorionic gonadotropin (hcg),656-0
chromium picolinate,662-0
ciclesonide,2791-0
ciclesonide nasal,2764-0
ciclopirox topical,665-0
cidofovir,666-0
cilastatin/imipenem,667-0
cilastatin/imipenem/relebactam,4025-0
cilgavimab/tixagevimab,4322-0
cilostazol,668-0
ciltacabtagene autoleucel,4345-0
cimetidine,669-0
cinacalcet,670-0
cipaglucosidase alfa,4537-0
ciprofloxacin,672-0
ciprofloxacin ophthalmic,673-0
ciprofloxacin otic,3131-0
ciprofloxacin/dexamethasone otic,674-0
ciprofloxacin/fluocinolone otic,3751-0
ciprofloxacin/hydrocortisone otic,675-0
cisatracurium,677-0
cisplatin,678-0
citalopram,679-0
citric acid/lactic acid/potassium bitartrate topical,4156-0
citric acid/magnesium oxide/sodium picosulfate,3405-0
citric acid/potassium citrate,681-0
citric acid/potassium citrate/sodium citrate,682-0
citric acid/sodium citrate,683-0
cladribine,684-0
clarithromycin,685-0
clascoterone topical,4183-0
clemastine,687-0
clevidipine,2909-0
clindamycin,690-0
clindamycin topical,691-0
clindamycin/tretinoin topical,692-0
clobazam,3350-0
clobetasol topical,696-0
clocortolone topical,697-0
clofarabine,698-0
clomiphene,701-0
clomipramine,702-0
clonazepam,703-0
clonidine,704-0
clopidogrel,705-0
clorazepate,706-0
clotrimazole,3106-0
clotrimazole topical,707-0
clove,2548-0
clozapine,709-0
coagulation factor Xa,3914-0
coagulation factor ix,710-0
coagulation factor viia,711-0
coagulation factor x,3696-0
coal tar topical,712-0
coal tar/menthol topical,3904-0
cobicistat,3565-0
cobicistat/darunavir,3600-0
cobicistat/darunavir/emtricitabine/tenofovir alafenamide,3926-0
cobicistat/elvitegravir/emtricitabine/tenofovir disoproxil,3412-0
cobimetinib,3707-0
codeine,718-0
codeine/guaifenesin,719-0
codeine/guaifenesin/pseudoephedrine,721-0
codeine/phenylephrine/promethazine,723-0
codeine/phenylephrine/triprolidine,3731-0
codeine/promethazine,725-0
colchicine/probenecid,729-0
colesevelam,730-0
colestipol,731-0
colistimethate,733-0
colistin sulfate/hydrocortisone/neomycin/thonzonium bromide otic,734-0
collagenase clostridium histolyticum,3194-0
collagenase topical,735-0
comfrey,2549-0
conestat alfa,3627-0
conivaptan,737-0
conjugated estrogens,2360-0
conjugated estrogens topical,738-0
conjugated estrogens/medroxyprogesterone,739-0
copanlisib,3864-0
corticotropin,747-0
cortisone,748-0
cosyntropin,749-0
cranberry,750-0
creatine,2550-0
crisaborole topical,3777-0
crizanlizumab,4103-0
crizotinib,3342-0
crofelemer,3440-0
cromolyn,751-0
cromolyn nasal,2872-0
cromolyn ophthalmic,752-0
crotamiton topical,753-0
crovalimab,4620-0
cyanocobalamin,754-0
cyclobenzaprine,758-0
cyclopentolate ophthalmic,759-0
cyclopentolate/phenylephrine ophthalmic,760-0
cyclophosphamide,761-0
cycloserine,762-0
cyclosporine,763-0
cyclosporine ophthalmic,764-0
cyproheptadine,765-0
cysteamine,766-0
cysteamine ophthalmic,3421-0
cytarabine,768-0
cytarabine liposomal/daunorubicin liposomal,3863-0
cytomegalovirus immune globulin,770-0
dabigatran,3266-0
dabrafenib,3475-0
dacarbazine,772-0
dacomitinib,3962-0
dactinomycin,774-0
dalbavancin,3533-0
dalfampridine,3188-0
dalteparin,776-0
damiana,2551-0
danazol,778-0
dandelion,2361-0
danicopan,4602-0
dantrolene,779-0
dapagliflozin,3506-0
dapagliflozin/metformin,3572-0
dapagliflozin/saxagliptin,3788-0
daprodustat,4431-0
dapsone,781-0
dapsone topical,782-0
daptomycin,783-0
daratumumab,3710-0
daratumumab/hyaluronidase,4149-0
darbepoetin alfa,784-0
daridorexant,4332-0
darifenacin,785-0
darolutamide,4027-0
darunavir,786-0
dasatinib,787-0
dasiglucagon,4248-0
daunorubicin,788-0
daxibotulinumtoxinA,4391-0
decitabine,790-0
deferasirox,791-0
deferiprone,3348-0
deferoxamine,792-0
defibrotide,3737-0
deflazacort,3785-0
degarelix,3102-0
dehydroepiandrosterone,2503-0
delafloxacin,3813-0
delandistrogene moxeparvovec,4506-0
demeclocycline,796-0
dengue vaccine,4012-0
denosumab,3238-0
deoxycholic acid,3619-0
depo-subQ provera 104,1543-3529
desipramine,802-0
desirudin,803-0
desloratadine,804-0
desloratadine/pseudoephedrine,805-0
desmopressin,806-0
desogestrel/ethinyl estradiol,807-0
desonide topical,808-0
desoximetasone topical,809-0
desvenlafaxine,2796-0
deucravacitinib,4392-0
deutetrabenazine,3799-0
devil's claw,2362-0
dexamethasone,810-0
dexamethasone ophthalmic,812-0
dexamethasone/neomycin/polymyxin b ophthalmic,816-0
dexamethasone/tobramycin ophthalmic,817-0
dexbrompheniramine,3387-0
dexbrompheniramine/dextromethorphan/phenylephrine,818-0
dexbrompheniramine/dextromethorphan/pseudoephedrine,3360-0
dexbrompheniramine/phenylephrine,3289-0
dexbrompheniramine/pseudoephedrine,822-0
dexchlorpheniramine,824-0
dexchlorpheniramine/dextromethorphan/pseudoephedrine,827-0
dexchlorpheniramine/phenylephrine,832-0
dexchlorpheniramine/pseudoephedrine,833-0
dexlansoprazole,3107-0
dexmedetomidine,835-0
dexmethylphenidate,836-0
dexmethylphenidate/serdexmethylphenidate,4245-0
dexrazoxane,839-0
"dextran, high molecular weight",2765-0
dextranomer/sodium hyaluronate,3514-0
dextroamphetamine,843-0
dextromethorphan,844-0
dextromethorphan/diphenhydramine/phenylephrine,845-0
dextromethorphan/doxylamine,2950-0
dextromethorphan/doxylamine/phenylephrine,4480-0
dextromethorphan/guaifenesin,846-0
dextromethorphan/guaifenesin/phenylephrine,847-0
dextromethorphan/guaifenesin/pseudoephedrine,850-0
dextromethorphan/hexylresorcinol,4355-0
dextromethorphan/pheniramine/phenylephrine,851-0
dextromethorphan/phenylephrine,852-0
dextromethorphan/phenylephrine/pyrilamine,853-0
dextromethorphan/promethazine,856-0
dextromethorphan/pseudoephedrine,857-0
dextromethorphan/pyrilamine,3494-0
dextromethorphan/quinidine,3281-0
dextromethorphan/triprolidine,4517-0
diazepam,862-0
diazoxide,863-0
dibucaine topical,864-0
dichlorphenamide,868-0
diclofenac,869-0
diclofenac ophthalmic,870-0
diclofenac topical,871-0
diclofenac/lidocaine topical,4374-0
diclofenac/lidocaine/menthol topical,4583-0
diclofenac/menthol topical,4108-0
diclofenac/misoprostol,872-0
dicloxacillin,873-0
dicyclomine,875-0
didanosine,876-0
dienogest/estradiol,3235-0
diethylpropion,878-0
difelikefalin,4293-0
diflorasone topical,880-0
diflunisal,881-0
difluprednate ophthalmic,2835-0
digoxin,883-0
digoxin immune fab,884-0
dihydroergotamine,886-0
diltiazem,890-0
dimenhydrinate,892-0
dimercaprol,893-0
dimethicone/triamcinolone topical,4292-0
dimethyl fumarate,3464-0
dimethyl sulfoxide,894-0
dinoprostone topical,895-0
dinutuximab,3614-0
diosmiplex,3477-0
diphenhydramine,896-0
diphenhydramine/ibuprofen,900-0
diphenhydramine/magnesium salicylate,901-0
diphenhydramine/naproxen,3552-0
diphenhydramine/phenylephrine,902-0
"diphtheria toxoid/haemophilus b conjugate (prp-omp) vaccine/hepatitis b pediatric vaccine/pertussis, acellular/poliovirus vaccine, inactivated/tetanus toxoid",4296-0
"diphtheria toxoid/haemophilus b conjugate (prp-t) vaccine/pertussis, acellular/poliovirus vaccine, inactivated/tetanus toxoid",2940-0
"diphtheria toxoid/hepatitis b pediatric vaccine/pertussis, acellular/poliovirus vaccine, inactivated/tetanus toxoid",3272-0
"diphtheria toxoid/pertussis, acellular/poliovirus vaccine, inactivated/tetanus toxoid",2836-0
"diphtheria toxoid/pertussis, acellular/tetanus toxoid",910-0
diphtheria toxoid/tetanus toxoid,912-0
dipyridamole,914-0
diroximel fumarate,4097-0
disopyramide,916-0
disulfiram,917-0
divalproex sodium,918-0
dobutamine,919-0
docetaxel,920-0
docosanol topical,921-0
docusate,2365-0
docusate/senna,924-0
dofetilide,925-0
dolasetron,926-0
dolutegravir,3485-0
dolutegravir/lamivudine,4005-0
dolutegravir/rilpivirine,3877-0
domperidone,4381-0
donanemab,4476-0
donepezil,927-0
donepezil/memantine,3585-0
dong quai,2366-0
dopamine,928-0
doravirine,3956-0
doravirine/lamivudine/tenofovir disoproxil,3957-0
dornase alfa,929-0
dorzolamide ophthalmic,930-0
dorzolamide/timolol ophthalmic,931-0
dostarlimab,4256-0
doxazosin,934-0
doxepin,935-0
doxepin topical,936-0
doxercalciferol,937-0
doxorubicin,938-0
doxorubicin liposomal,939-0
doxycycline,940-0
doxylamine,942-0
doxylamine/phenylephrine,3517-0
doxylamine/pyridoxine,3467-0
dronabinol,943-0
dronedarone,3147-0
droperidol,944-0
drospirenone,4018-0
drospirenone/estetrol,4255-0
drospirenone/estradiol,946-0
drospirenone/ethinyl estradiol,947-0
drospirenone/ethinyl estradiol/levomefolate calcium,3265-0
droxidopa,3509-0
dulaglutide,3562-0
duloxetine,949-0
dupilumab,3797-0
durlobactam/sulbactam,4491-0
durvalumab,3807-0
dutasteride,950-0
dutasteride/tamsulosin,3240-0
duvelisib,3961-0
dyphylline/guaifenesin,954-0
ecallantide,3184-0
echinacea,955-0
echothiophate iodide ophthalmic,956-0
econazole topical,957-0
eculizumab,958-0
edaravone,3808-0
edetate calcium disodium,959-0
edoxaban,3584-0
efavirenz,963-0
efavirenz/emtricitabine/tenofovir disoproxil,964-0
efavirenz/lamivudine/tenofovir disoproxil,3896-0
efgartigimod alfa,4325-0
efgartigimod alfa/hyaluronidase,4505-0
efinaconazole topical,3536-0
eflapegrastim,4393-0
eflornithine,4576-0
elacestrant,4430-0
elafibranor,4617-0
elagolix,3930-0
elagolix/estradiol/norethindrone,4157-0
elapegademase,3970-0
elbasvir/grazoprevir,3727-0
elderberry,2614-0
eletriptan,967-0
elexacaftor/ivacaftor/tezacaftor,4096-0
eliglustat,3556-0
elivaldogene autotemcel,4395-0
ella,3257-14671
elosulfase alfa,3508-0
elotuzumab,3717-0
elppa CoQ10,2273-13708
elranatamab,4528-0
eltrombopag,3014-0
eluxadoline,3630-0
emapalumab,3978-0
emicizumab,3876-0
emollients topical,969-0
empagliflozin,3548-0
empagliflozin/linagliptin,3601-0
empagliflozin/linagliptin/metformin,4128-0
empagliflozin/metformin,3676-0
emtricitabine,970-0
emtricitabine/<wbr>tenofovir disoproxil,971-0
emtricitabine/lopinavir/ritonavir/tenofovir disoproxil,3222-0
emtricitabine/nelfinavir/tenofovir disoproxil,3223-0
emtricitabine/rilpivirine/tenofovir disoproxil,3337-0
emtricitabine/tenofovir disoproxil,971-0
enalapril,972-0
enalapril/hydrochlorothiazide,974-0
enasidenib,3854-0
encorafenib,3921-0
enfortumab vedotin,4111-0
enfuvirtide,976-0
enoxaparin,978-0
ensifentrine,4621-0
entacapone,979-0
entecavir,980-0
entrectinib,4082-0
enzalutamide,3414-0
epcoritamab,4489-0
epinastine ophthalmic,988-0
epinephrine,989-0
epirubicin,996-0
eplerenone,997-0
eplontersen,4578-0
epoetin alfa,998-0
epoetin beta-methoxy polyethylene glycol,2786-0
epoprostenol,999-0
eptifibatide,1002-0
eptinezumab,4133-0
eravacycline,3955-0
erdafitinib,4007-0
erenumab,3911-0
ergocalciferol,1003-0
ergoloid mesylates,1004-0
ergotamine,1006-0
eribulin,3284-0
erlotinib,1007-0
ertapenem,1008-0
ertugliflozin,3883-0
ertugliflozin/metformin,3885-0
ertugliflozin/sitagliptin,3884-0
erythromycin,1009-0
erythromycin ophthalmic,1011-0
erythromycin topical,1010-0
escitalopram,1013-0
esketamine,3996-0
eslicarbazepine,3499-0
esmolol,1014-0
esomeprazole,1015-0
esomeprazole/naproxen,3233-0
estazolam,1016-0
esterified estrogens,1017-0
esterified estrogens/methyltestosterone,1018-0
estradiol,1019-0
estradiol topical,2422-0
estradiol/levonorgestrel,1020-0
estradiol/norethindrone,1023-0
estradiol/norethindrone/relugolix,4262-0
estradiol/progesterone,3973-0
estramustine,1026-0
estropipate,1028-0
eszopiclone,1030-0
etanercept,1031-0
etelcalcetide,3784-0
eteplirsen,3766-0
ethacrynic acid,1032-0
ethambutol,1033-0
ethanol topical,1035-0
ethanolamine oleate,1036-0
ethinyl estradiol/ethynodiol,1040-0
ethinyl estradiol/etonogestrel,1041-0
ethinyl estradiol/levonorgestrel,1042-0
ethinyl estradiol/norelgestromin,1043-0
ethinyl estradiol/norethindrone,1044-0
ethinyl estradiol/norgestimate,1045-0
ethinyl estradiol/norgestrel,1046-0
ethinyl estradiol/segesterone,3949-0
ethionamide,1048-0
ethosuximide,1049-0
etodolac,1054-0
etonogestrel,1056-0
etoposide,1057-0
etranacogene dezaparvovec,4416-0
etrasimod,4550-0
etravirine,2793-0
everolimus,3126-0
evinacumab,4240-0
evolocumab,3677-0
exagamglogene autotemcel,4571-0
exemestane,1060-0
exenatide,1061-0
ezetimibe,1062-0
ezetimibe/rosuvastatin,4249-0
ezetimibe/simvastatin,1063-0
factor XIII,3300-0
factor ix complex,1064-0
fam-trastuzumab deruxtecan,4121-0
famciclovir,1065-0
famotidine/ibuprofen,3320-0
faricimab ophthalmic,4336-0
fat supplement,2941-0
febuxostat,3110-0
"fecal microbiota spores, live",4470-0
fedratinib,4083-0
felbamate,1068-0
felodipine,1069-0
femhrt,1044-1094
fenfluramine,1070-0
fennel,2553-0
fenofibrate,1071-0
fenofibric acid,3096-0
fenoldopam,1072-0
fenoprofen,1073-0
fentanyl,1074-0
fenugreek,2554-0
ferric carboxymaltose,3482-0
ferric citrate,3563-0
ferric derisomaltose,4125-0
ferric maltol,4031-0
ferric pyrophosphate,3598-0
ferrous fumarate,1077-0
ferrous fumarate/folic acid,1078-0
ferrous gluconate,1081-0
ferrous sulfate,1082-0
ferumoxytol,3150-0
fesoterodine,2962-0
fexofenadine,1086-0
fexofenadine/pseudoephedrine,1087-0
fezolinetant,4478-0
fibrin sealant topical,2890-0
fibrinogen,3105-0
fidanacogene elaparvovec,4610-0
fidaxomicin,3329-0
filgrastim,1090-0
finasteride,1091-0
finasteride/tadalafil,4323-0
finerenone,4277-0
fingolimod,3264-0
flavoxate,1092-0
flax,1093-0
flecainide,1094-0
flibanserin,3675-0
florbetapir F 18,3388-0
floxuridine,1095-0
fluconazole,1096-0
flucytosine,1097-0
fludarabine,1098-0
fludrocortisone,1100-0
flumazenil,1101-0
flunisolide nasal,2452-0
fluocinolone ophthalmic,1104-0
fluocinolone otic,1105-0
fluocinolone topical,1103-0
fluocinolone/hydroquinone/tretinoin topical,1106-0
fluocinolone/neomycin topical,3561-0
fluocinonide topical,1107-0
fluoride,2538-0
fluoride topical,1110-0
fluorometholone ophthalmic,1111-0
fluorouracil,1113-0
fluorouracil topical,1114-0
fluoxetine,1115-0
fluoxetine/olanzapine,1116-0
fluphenazine,1118-0
flurandrenolide topical,1119-0
flurazepam,1120-0
flurbiprofen,1121-0
flurbiprofen ophthalmic,1122-0
fluticasone,1124-0
fluticasone nasal,2418-0
fluticasone topical,1125-0
fluticasone/salmeterol,1126-0
fluticasone/umeclidinium/vilanterol,3866-0
fluticasone/vilanterol,3470-0
fluvastatin,1127-0
fluvoxamine,1128-0
folic acid,1129-0
follicle stimulating hormone,1130-0
fomepizole,1132-0
fondaparinux,1134-0
formoterol,1136-0
formoterol/glycopyrrolate,3746-0
formoterol/mometasone,3243-0
fosamprenavir,1137-0
fosaprepitant,2862-0
foscarnet,1138-0
fosdenopterin,4244-0
fosfomycin,1139-0
fosinopril,1140-0
fosinopril/hydrochlorothiazide,1141-0
fosnetupitant/palonosetron,3909-0
fosphenytoin,1142-0
fostamatinib,3908-0
fostemsavir,4166-0
fremanezumab,3960-0
frovatriptan,1143-0
fruquintinib,4559-0
fulvestrant,1144-0
furosemide,1146-0
futibatinib,4404-0
gabapentin,1147-0
gadobenate dimeglumine,1148-0
gadobutrol,3305-0
gadodiamide,1149-0
gadopiclenol,4400-0
gadoterate meglumine,3463-0
gadoteridol,1151-0
gadoxetate disodium,2886-0
galantamine,1153-0
galcanezumab,3963-0
galsulfase,1156-0
ganaxolone,4348-0
ganciclovir,1157-0
ganciclovir ophthalmic,1158-0
ganirelix,1159-0
garlic,1160-0
gatifloxacin ophthalmic,1162-0
gatifloxacin/prednisolone ophthalmic,3943-0
gefitinib,1163-0
gemcitabine,1164-0
gemfibrozil,1165-0
gemtuzumab,1167-0
gentamicin,1168-0
gentamicin ophthalmic,1170-0
gentamicin topical,1169-0
gentamicin/prednisolone ophthalmic,1171-0
gilteritinib,3981-0
ginger,1173-0
ginkgo,1174-0
givinostat,4596-0
givosiran,4104-0
glasdegib,3979-0
glatiramer,1175-0
glecaprevir/pibrentasvir,3855-0
glimepiride,1176-0
glimepiride/pioglitazone,1177-0
glipizide,1179-0
glipizide/metformin,1180-0
glofitamab,4501-0
glucagon,1181-0
glucarpidase,3366-0
glucosamine,1182-0
glucose,2371-0
glutamine,3011-0
glyburide,1185-0
glyburide/metformin,1186-0
glycerin,3159-0
glycerin/lidocaine/witch hazel topical,4368-0
glycerin/petrolatum/phenylephrine/pramoxine topical,4029-0
glycerin/witch hazel topical,1190-0
glycerol phenylbutyrate,3452-0
glycopyrrolate,1192-0
glycopyrrolate/neostigmine,4458-0
glycopyrronium topical,3923-0
golimumab,3128-0
golodirsen,4110-0
goserelin,1195-0
gotu kola,2373-0
gramicidin/neomycin/polymyxin b ophthalmic,1196-0
granisetron,1197-0
green tea,2375-0
griseofulvin,1199-0
guaifenesin,1200-0
guaifenesin/hydrocodone/pseudoephedrine,1205-0
guaifenesin/phenylephrine,1208-0
guaifenesin/pseudoephedrine,1213-0
guanfacine,1219-0
guarana,2376-0
guselkumab,3826-0
haemophilus b conjugate (prp-omp) vaccine,1223-0
haemophilus b conjugate (prp-t) vaccine,1225-0
halcinonide topical,1227-0
halobetasol topical,1228-0
halobetasol/tazarotene topical,4009-0
haloperidol,1230-0
heme iron polypeptide,1233-0
hemin,1234-0
heparin,1235-0
heparin flush,3113-0
hepatitis a adult vaccine,1236-0
hepatitis a adult vaccine/hepatitis b adult vaccine,3275-0
hepatitis a pediatric vaccine,1238-0
hepatitis b adult vaccine,3251-0
hepatitis b immune globulin,1239-0
hepatitis b pediatric vaccine,3250-0
hetastarch,1241-0
histrelin,1246-0
homatropine ophthalmic,1247-0
homatropine/hydrocodone,1248-0
hoodia,2978-0
horse chestnut,1249-0
house dust mite allergen extract,3789-0
human papillomavirus vaccine,1250-0
hyaluronan,1251-0
hyaluronidase,1252-0
hyaluronidase/immune globulin,3575-0
hyaluronidase/ocrelizumab,4641-0
hyaluronidase/pertuzumab/trastuzumab,4162-0
hyaluronidase/rituximab,3814-0
hyaluronidase/trastuzumab,3997-0
hydralazine,1253-0
hydralazine/isosorbide dinitrate,1256-0
hydrochlorothiazide,1257-0
hydrochlorothiazide/irbesartan,1258-0
hydrochlorothiazide/lisinopril,1259-0
hydrochlorothiazide/losartan,1260-0
hydrochlorothiazide/methyldopa,1261-0
hydrochlorothiazide/metoprolol,1262-0
hydrochlorothiazide/olmesartan,1264-0
hydrochlorothiazide/quinapril,1266-0
hydrochlorothiazide/spironolactone,1268-0
hydrochlorothiazide/telmisartan,1269-0
hydrochlorothiazide/triamterene,1271-0
hydrochlorothiazide/valsartan,1272-0
hydrocodone,2874-0
hydrocodone/ibuprofen,1273-0
hydrocortisone,2379-0
hydrocortisone topical,2378-0
hydrocortisone/lidocaine topical,2510-0
hydrocortisone/neomycin/polymyxin b ophthalmic,1285-0
hydrocortisone/neomycin/polymyxin b otic,1284-0
hydrocortisone/pramoxine topical,1289-0
hydromorphone,1294-0
hydroquinone topical,1295-0
hydroxocobalamin,1296-0
hydroxychloroquine,1298-0
hydroxyprogesterone,1299-0
hydroxypropyl methylcellulose ophthalmic,1300-0
hydroxyquinoline topical,1301-0
hydroxyurea,1302-0
hydroxyzine,1303-0
hylan g-f 20,1304-0
hyoscyamine,2513-0
hyoscyamine/methenamine/methylene blue/phenyl salicylate/sodium biphosphate,3594-0
hyoscyamine/methenamine/methylene blue/sodium biphosphate,3308-0
hyoscyamine/phenyltoloxamine,3124-0
iDose TR,2227-20652
iPlex,1538-11054
ibalizumab,3898-0
ibandronate,1308-0
ibrexafungerp,4271-0
ibritumomab,1309-0
ibrutinib,3500-0
ibuprofen,1310-0
ibuprofen/phenylephrine,3340-0
ibuprofen/pseudoephedrine,1312-0
ibutilide,1313-0
icatibant,3341-0
icosapent,3407-0
idarubicin,1315-0
idarucizumab,3695-0
idecabtagene vicleucel,4250-0
idelalisib,3546-0
idursulfase,1317-0
ilex Skin Protectant,1833-17528
iloperidone,3140-0
iloprost,1320-0
imatinib,1321-0
imetelstat,4616-0
imiglucerase,1322-0
imipramine,1323-0
imiquimod topical,1324-0
immune globulin intramuscular,2887-0
immune globulin intravenous,1325-0
immune globulin intravenous and subcutaneous,3351-0
immune globulin subcutaneous,2888-0
incobotulinumtoxinA,3253-0
indapamide,1327-0
indomethacin,1335-0
inebilizumab,4160-0
infigratinib,4265-0
infliximab,1336-0
"influenza virus vaccine, h1n1, inactivated",3239-0
"influenza virus vaccine, h5n1",2755-0
"influenza virus vaccine, inactivated",1337-0
"influenza virus vaccine, live",1338-0
inotersen,3969-0
inotuzumab ozogamicin,3857-0
insulin aspart,1341-0
insulin aspart/insulin aspart protamine,1342-0
insulin degludec,3693-0
insulin degludec/liraglutide,3775-0
insulin detemir,1343-0
insulin glargine,1344-0
insulin glargine/lixisenatide,3776-0
insulin glulisine,1345-0
"insulin inhalation, rapid acting",1346-0
insulin isophane,1347-0
insulin isophane/insulin regular,1348-0
insulin lispro,1349-0
insulin lispro/insulin lispro protamine,1350-0
insulin regular,1351-0
interferon alfa-n3,1358-0
interferon beta-1a,1360-0
interferon beta-1b,1361-0
interferon gamma-1b,1362-0
iobenguane I 123,2953-0
iobenguane I 131,3931-0
iodine/potassium iodide,1368-0
iodixanol,1370-0
ioflupane I 123,3297-0
iopamidol,1373-0
ioversol,1377-0
ipilimumab,3309-0
ipratropium,1382-0
ipratropium nasal,2461-0
irbesartan,1383-0
irinotecan,1384-0
irinotecan liposomal,3698-0
iron dextran,1385-0
iron polysaccharide,1386-0
iron protein succinylate,1387-0
iron sucrose,1388-0
isatuximab,4138-0
isavuconazonium,3612-0
isocarboxazid,1389-0
isoniazid,1393-0
isopropyl alcohol otic,3154-0
isopropyl alcohol topical,1396-0
isoproterenol,1397-0
isosorbide dinitrate,1400-0
isosorbide mononitrate,1401-0
isotretinoin,1403-0
isradipine,1405-0
istradefylline,4086-0
ivabradine,3618-0
ivacaftor,3371-0
ivacaftor/lumacaftor,3636-0
ivacaftor/tezacaftor,3892-0
ivermectin,1407-0
ivosidenib,3927-0
ixabepilone,2794-0
ixazomib,3711-0
ixekizumab,3735-0
"japanese enceph vacc sa14-14-2, inactivated",3628-0
ketamine,1411-0
ketoconazole,1412-0
ketoconazole topical,1413-0
ketoprofen,1414-0
ketorolac,1415-0
ketorolac ophthalmic,1416-0
ketotifen ophthalmic,1417-0
l-methylfolate,1419-0
labetalol,1420-0
lacosamide,2961-0
lactase,1421-0
lactobacillus acidophilus,1424-0
lactobacillus acidophilus/lactobacillus bulgaricus,1425-0
lactobacillus rhamnosus gg,1426-0
lactulose,1427-0
lamivudine,1428-0
lamivudine/tenofovir disoproxil,3897-0
lamivudine/zidovudine,1429-0
lamotrigine,1430-0
lanadelumab,3954-0
lanolin topical,1431-0
lanreotide,2798-0
lansoprazole,1433-0
lanthanum carbonate,1435-0
lapatinib,1436-0
laronidase,1437-0
larotrectinib,3980-0
lasmiditan,4095-0
latanoprost ophthalmic,1438-0
latanoprost/netarsudil ophthalmic,3998-0
latanoprostene bunod ophthalmic,3872-0
lavender,2558-0
lazertinib,4636-0
lebrikizumab,4640-0
lecanemab,4426-0
lecithin,1439-0
ledipasvir/sofosbuvir,3567-0
lefamulin,4085-0
leflunomide,1440-0
lemborexant,4115-0
lenacapavir,4421-0
lenalidomide,1441-0
leniolisib,4462-0
lenvatinib,3604-0
letermovir,3873-0
letrozole,1443-0
letrozole/ribociclib,3810-0
leucovorin,1444-0
leuprolide,1445-0
levalbuterol,1446-0
levamlodipine,4120-0
levetiracetam,1448-0
levobunolol ophthalmic,1451-0
levocarnitine,1454-0
levocetirizine,1455-0
levodopa,1456-0
levofloxacin,1457-0
levofloxacin ophthalmic,1458-0
levoketoconazole,4330-0
levoleucovorin,2824-0
levomilnacipran,3483-0
levonorgestrel,1461-0
levorphanol,1462-0
levothyroxine,1463-0
lidocaine,1464-0
lidocaine otic,4398-0
lidocaine topical,1465-0
lidocaine/prilocaine topical,1468-0
lidocaine/tetracaine topical,1469-0
lifileucel,4584-0
lifitegrast ophthalmic,3757-0
linaclotide,3413-0
linagliptin,3322-0
linagliptin/metformin,3372-0
lincomycin,1470-0
lindane topical,1471-0
linezolid,1472-0
liothyronine,1473-0
liraglutide,3189-0
lisdexamfetamine,1475-0
lisinopril,1476-0
lisocabtagene maraleucel,4239-0
lithium,1477-0
lodoxamide ophthalmic,1479-0
lofexidine,3910-0
lomitapide,3437-0
lomustine,1481-0
lonafarnib,4203-0
lonapegsomatropin,4294-0
loncastuximab tesirine,4257-0
loperamide,1482-0
lopinavir/ritonavir,1484-0
loratadine,1486-0
loratadine/pseudoephedrine,1487-0
lorazepam,1488-0
lorlatinib,3974-0
losartan,1489-0
loteprednol ophthalmic,1490-0
loteprednol/tobramycin ophthalmic,1491-0
lotilaner ophthalmic,4523-0
lovastatin,1492-0
lovotibeglogene autotemcel,4572-0
loxapine,1494-0
lubiprostone,1495-0
luliconazole topical,3501-0
lumasiran,4204-0
lumateperone,4114-0
lurasidone,3278-0
lurbinectedin,4161-0
luspatercept,4100-0
lusutrombopag,3932-0
lutetium lu 177 dotatate,3890-0
"lymphocyte immune globulin, anti-thy (equine)",3254-0
lysine,1502-0
macimorelin,3886-0
macitentan,3496-0
macitentan/tadalafil,4598-0
mafenide topical,1504-0
magnesium amino acids chelate,1507-0
magnesium chloride,1510-0
magnesium citrate,1511-0
magnesium gluconate,1512-0
magnesium hydroxide,1513-0
magnesium lactate,1515-0
magnesium oxide,1516-0
magnesium salicylate,1517-0
magnesium sulfate,1519-0
magnesium sulfate/potassium chloride/sodium sulfate,4202-0
magnesium sulfate/potassium sulfate/sodium sulfate,3258-0
malathion topical,1520-0
mannitol,2385-0
maralixibat,4303-0
maraviroc,1528-0
margetuximab,4226-0
maribavir,4312-0
mavacamten,4360-0
mavorixafor,4611-0
measles virus vaccine/mumps virus vaccine/rubella virus vaccine,1532-0
measles virus vaccine/mumps virus vaccine/rubella virus vaccine/varicella virus vaccine,1533-0
mebendazole,1535-0
mecamylamine,1536-0
mecasermin,1537-0
mechlorethamine topical,3486-0
meclizine,1540-0
meclofenamate,1542-0
medium chain triglycerides,3112-0
medroxyprogesterone,1543-0
mefenamic acid,1545-0
mefloquine,1546-0
megestrol,1547-0
melatonin,1548-0
melatonin/pyridoxine,4337-0
meloxicam,1549-0
melphalan,1550-0
memantine,1551-0
meningococcal conjugate vaccine,1552-0
meningococcal group B vaccine,3571-0
meningococcal group acwy conjugate-group b vaccine (cvx 316),4554-0
menotropins,1554-0
menthol topical,2767-0
meperidine,1557-0
mepivacaine,1562-0
mepolizumab,3704-0
meprobamate,1563-0
mercaptopurine,1565-0
meropenem,1566-0
meropenem/vaborbactam,3860-0
mesalamine,2336-0
mesna,1567-0
metaproterenol,1570-0
metaxalone,1572-0
metformin,1573-0
metformin/pioglitazone,1574-0
metformin/saxagliptin,3280-0
metformin/sitagliptin,1576-0
